author,updated_at,like_count,text,public
@stsfaroz4299,2020-03-19T03:51:08Z,2,"I'm from india i've seen every video of yours , learned DL and ML and got a job becoz of you , thank you sentdex",True
@daihonda9835,2020-03-19T03:28:04Z,0,I'm 14 years old .D.,True
@rohithalder8530,2020-03-19T03:07:42Z,0,Love and Respect from India. Thank you so much.,True
@andreb16,2020-03-19T03:06:08Z,0,"In Major ISPs, 2nd Place (Claro S.A) is a Brazilian Phone and Internet Provider, 1 of 4 biggest ones here.",True
@SUper-yg9sc,2020-03-19T02:50:20Z,0,I think I’m the only one from Saudi Arabia 😅,True
@athanatiusc,2020-03-19T02:39:55Z,0,I'm just a lost software engineers student,True
@ciusingwong3258,2020-03-19T01:57:39Z,1,Hi Sentdex， actually many of your videos are posted on the websites in China like bilibili. If people in China get accessed to youtube then probably they will contribute a large proportion of  audience.,True
@JoakimBB,2020-03-19T01:33:34Z,0,Norway here :) 25-30,True
@KishoreKumar-qh7pg,2020-03-19T01:29:38Z,0,The main reason the Indian viewership is higher because we don't have people to teach advanced programming,True
@alphapro94,2020-03-19T01:18:37Z,0,watch you from turkey and made a machine learning project by tenserflow by the help of your video. Thank you and go on with the good work. I haave recommended you to few friends in turkey in collage. I think i am like a turkey add for you :D,True
@antonioramos1831,2020-03-19T01:02:53Z,0,#OpenSourceVentilator #OpenSourceSoftware #OpenSourceHardware #Maker #3dprint,True
@rokemanxz5470,2020-03-19T00:33:08Z,2,"I'm pretty sure many others like me are learning from your video through VPNs and that means audience from China may be identified as audience from west America, SEA and Japan. Thx for excellent videos!",True
@adijones869,2020-03-19T00:31:43Z,0,Indonesian is  here,True
@zombiesalad2722,2020-03-19T00:24:22Z,1,"1:04 How to implement a programming language for women: Before: print(""Hello World!"") After: tweet ""Hello World!""   x = 5 pretend x is 5 tweet x   pretend x is 5 like x   #incrementing tweet x",True
@theengineer9910,2020-03-19T00:23:01Z,0,Ur the best Python teacher around I wouldn't have been able to learn as fast as I did without u Mr sentdex,True
@tubanbodyslammer9125,2020-03-19T00:17:20Z,1,Me,True
@venkateshtata1960,2020-03-19T00:11:20Z,0,Love from india!,True
@mohitnagarkoti4086,2020-03-18T23:55:50Z,0,Reply to shout out. I am alone in my room and i am watching sentdex. You r awsome 👏👏👏,True
@writingpanda,2020-03-18T22:56:25Z,0,Scarecrow Boat was a better band. lol jk love the shirt!,True
@slouma1998,2020-03-18T22:53:04Z,0,Do a video about your mug collection,True
@Kentventura,2020-03-18T22:23:58Z,0,If more people are like me - i google «python programming» to get to your site - it could explain why the organic search had such a big share of the visitors to your site.,True
@rverm1000,2020-03-18T22:13:54Z,0,Nnis.io can't be reached,True
@hugueds,2020-03-18T22:02:46Z,0,+1 for brazil,True
@Aperekahaziq,2020-03-18T22:01:02Z,0,"Maybe new project? Or pending project? Im interested in the robotic arm video, wondering if you're gonna make the arm to pickup stuff with object detection",True
@rchuso,2020-03-18T21:59:41Z,39,"I'm possibly unique - old man from New Zealand, and I usually watch until the end, even if I do have to set the speed to 1.25 ;-).",True
@randallwalkerdiaz1002,2020-03-18T21:13:13Z,0,College Aged Males Fraternitydex,True
@phylliida,2020-03-18T20:54:03Z,0,Subscribed for BCI content  Pls make more,True
@ankandatta4352,2020-03-18T20:32:44Z,0,Thank you,True
@ankandatta4352,2020-03-18T20:32:15Z,0,"Hey, I'm from india and I love your videos.",True
@ndiayemodou3474,2020-03-18T20:25:51Z,0,I am from senegal  I follow all your publications And I really think that you just are the best programming teacher,True
@davitkordzaia4273,2020-03-18T20:20:27Z,1,I spy with my little eye a parks and rec fan. love the t-shirt,True
@manojtiwari7754,2020-03-18T20:10:59Z,0,I'm an Indian and I'm watching this video  @1.40 am night.. love you tutorials sentdex!!! You're awesome brother,True
@bishalkhadka9658,2020-03-18T20:09:36Z,0,i am from NEPAL!!!,True
@olha_,2020-03-18T20:04:08Z,0,The part about female vs male viewers for pythonprogramming.net is pretty confusing. You say 25% both times and the colors in the chart are similar and the legends are too small when watching on the phone so I can't match the colors with the legend. So it's 75% male and 25% female I assume?,True
@lucasphillips2177,2020-03-18T19:55:27Z,15,I'm 14 and learning machine learning and I'm trying to get my friends into ML! Thanks for the great content.,True
@amitrai4115,2020-03-18T19:54:13Z,0,Viewership from in is gonna increase in upcoming years .,True
@hawidew21,2020-03-18T19:32:48Z,0,"Really loved your RACING videos, really was an awesome insight into that field, never expected that from you XD. Pretty dope.",True
@michaelscott8572,2020-03-18T19:32:45Z,0,"Im so excited to read your book. I am not sure what the concept of the book is, but I hope we will have a real deep dive into the topic. Because I feel like there are a lot of good introductions to neural net works, but that's it. They are introductions. But how do I really do backprop through time? How does an LSTM really learn? and so on...These are the issues I feel are never adressed. Anyways I wish you a lot of luck and success with your book.",True
@9MAS91,2020-03-18T19:25:47Z,0,"How many people do you think, are fake ages? I remember when making an account you could put any age.",True
@talhatariqyuluqatdis,2020-03-18T19:21:49Z,1,Thank you for making this video all about me. Ive never had that before.,True
@talhatariqyuluqatdis,2020-03-18T19:19:57Z,2,U giggling about your analytics is making me slightly nervous about a cambridge analytica 2.0,True
@talhatariqyuluqatdis,2020-03-18T19:18:20Z,2,Imagine ppl working at microsoft are watching ur videos for help on their software XD,True
@karanpatel1419,2020-03-18T19:16:29Z,0,Oh yeah still watching,True
@talhatariqyuluqatdis,2020-03-18T19:13:25Z,1,"18-24s cant be bothered to read on your website, wed watch ur utube vids and read documentation where necessary/easier. Speaking as an 18 year old.",True
@osvaldoleiva678,2020-03-18T19:12:35Z,0,Hello from Chile LatinoAmerica :),True
@talhatariqyuluqatdis,2020-03-18T19:03:00Z,1,Me. Thats me.,True
@sgtrpcommand3778,2020-03-18T18:55:59Z,0,"In regards to your comment about people just watching then moving on, that's exactly how I started out, but your channel kept coming back as the best one to watch regarding programming with python because your explanations and presentations are good so in the end I just gave up and hit the subscribe XD Especially when I noticed that you do so many other cool presentation series about stuff I didn't even consider doing so I just watch those anyway.",True
@ciurkut2,2020-03-18T18:54:32Z,0,What monitor is it?,True
@jimnason7293,2020-03-18T18:51:54Z,0,i love you man!!! Watched so many of your vids.  :-),True
@Agesilas2,2020-03-18T18:49:28Z,9,"3:50 yeah, India's waking up... half of the western IT projects have been outsourced to indian developers for almost 20 years but yeah, India's just waking up...",True
