author,updated_at,like_count,text,public
@MsHackthat,2022-07-19T14:22:00Z,0,Data Analyst Intern! I know this doesn’t mean much but it means the world to me! I want to be a data analyst and make that data analyst money hehe,True
@ohveeo7968,2022-07-04T14:43:59Z,0,Mushroom,True
@eskcj2012,2022-06-29T15:40:02Z,0,I'm a nurse and want to get into Data Analytics. I am obtaining my Masters in Healthcare Informatics. What do you think about the Google data analytics certificate?? I'm starting it to try to get my foot in the door,True
@applepie7911,2022-06-28T15:09:51Z,1,You're giving us great content for free. That means you get to enjoy your coffee while shooting :),True
@joesmith-th3jq,2022-05-23T03:02:39Z,1,"If we are offered a salary, how do we know it’s a fair offer or even too low? Is there anyway to find out what a particular position pays? Any special websites or any paid services to find out? I do not want to take an offer and find out after the fact that I could’ve gotten paid a lot more.",True
@bananaers1,2022-05-22T09:51:56Z,0,"I doubt you will read this @alextheanalysis but just a tip, when you explain about not wanting to go over time, all you are doing is elongating the time. Just some food for thought. Like yucky mushrooms. lol",True
@SahilPatel-vw4nf,2022-04-16T15:31:09Z,0,$39.50/hr.,True
@jayeshmehta9679,2022-03-15T09:11:40Z,1,Alex i think this is vidoe number 6 or 7 in less than 4 hrs. Btw Mushroom!,True
@MrTulio8,2022-02-23T20:59:10Z,0,🍄🍄🍄🍄🍄🍄🍄🍄,True
@tahsinserkanyaman3459,2022-01-30T21:29:37Z,1,Your life center is only money. This is just sad. I pity you,True
@sandramariyasiby5586,2022-01-12T18:29:53Z,0,Which carrer path is good after data Anàlyst job=Data Scientists or Management roles?,True
@sandramariyasiby5586,2022-01-12T18:28:55Z,0,Which country is good for data analysts?,True
@the.villainry,2022-01-05T01:52:04Z,0,I hope to become a data analyst. Mushroom. It would be nice if you could tell me what a data science salary might look like?,True
@jaimebaker1806,2021-12-30T23:18:13Z,0,My first data job. Senior revenue management analyst 65K a year.,True
@silkalmony5357,2021-12-22T15:59:27Z,2,"I also thought 47k was a big salary until I found out tech companies pay 6 figures no problem. I agree that you have to temper your expectations since the market is saturated but if you can financially and mentally handle it don't settle for these underpaid positions. On blind, there's lots of info about getting data analyst positions at tech companies.",True
@DanishKhan-oo9ci,2021-12-04T15:30:57Z,0,Mushroom Squad ✨,True
@jcoverseas6941,2021-11-07T16:13:59Z,0,mushroom 🍄  Thank you for so detailed information! appreciate it so much!,True
@cristseaton4219,2021-10-28T16:02:18Z,0,mushroom?,True
@dmalkud,2021-09-24T17:27:04Z,1,mushrooms. great content. I really like the transparency.,True
@SiddharthSingh-rx5ie,2021-09-22T13:40:19Z,1,mushroom ftw :) :),True
@karenvinson7715,2021-09-13T10:24:35Z,0,From the Mushroom squad.  Thanks Alex,True
@shermin2o9,2021-09-08T16:40:23Z,1,"Currently I am a business analyst II with 7 years experience making $90k. I want to be a data analyst but start around what I currently make, with room to grow. I do not want to take a pay cut. I am hoping that is not too much to ask to prospective employers.",True
@esonon5210,2021-09-07T17:19:17Z,2,"Using the H1B visa salary database is really helpful, and is much more granular.",True
@ThatDataLady,2021-09-02T20:42:13Z,0,Salary / 2080 hours = hourly  This counts for paid holidays and stuff,True
@theunknown7360,2021-08-30T21:17:16Z,0,"Mushrooms🙌 i am gonna start my data analysis degree course soon and just found out your channel, great work on doing these videos, if i have the time i will watch them all👍",True
@davidharrington5334,2021-08-30T15:17:50Z,1,Mushroom ! Thanks Alex 👍🏻,True
@simplypqz,2021-08-26T01:30:08Z,0,I TRUST YOUR WORDS. I STUCK TO THE END. MUSHROOM SQUAD.,True
@ThyrsusDionysus,2021-08-20T16:40:24Z,0,"Mushroom gannnggg! Alex, really love your vids as someone foraging into the field.  Also, couldnt really hear you drinking your coffee, dont trip about it. And if you still are send me a message and i can show you super easy editing tips to mute or muffle the audio during sips. Cheers brother!",True
@ucheusi1153,2021-08-14T11:00:47Z,0,Mushroom,True
@LolaOyus,2021-08-14T00:50:34Z,1,Mushroom 🍄,True
@sahalsalih4803,2021-08-09T02:16:26Z,1,mushroom,True
@princesseziyi8031,2021-07-29T17:50:44Z,1,mushroom squad....ur contents are educating.,True
@vanshmishra17,2021-07-25T15:54:44Z,1,Mushroom,True
@elainefranta1308,2021-07-24T21:23:03Z,0,mushroom! Thank you for your videos!,True
@KatificationNOW,2021-07-13T04:23:49Z,1,mushroom! :),True
@keithrusselsoriano552,2021-07-07T12:25:35Z,2,Can I work as a Data Analyst even if I’m not in the USA? Do they have an Online Job?,True
@AlasdairEkpenyong,2021-07-04T21:02:15Z,1,Mushroom,True
@erdingerber,2021-07-02T15:09:57Z,4,"As someone that is immensely happy to have stumbled upon your channel, that is going through a career transition somewhat similar to your path, and in their late 30's now - Ain't no party like a Mushroooooooooooom party, cuz a 'shroom party don't stahp.",True
@TreasuredDay,2021-07-02T12:38:36Z,1,can't hear the coffee drinking at all,True
@nyc_blady8796,2021-06-25T09:32:48Z,1,"Thanks for the info, really helpful",True
@alicia_r515,2021-05-23T16:22:48Z,1,Mushroom,True
@avinashprabhakaran6703,2021-05-20T18:38:16Z,1,Mushroom 💯,True
@JeLLoPuDDiNg702,2021-05-19T01:14:14Z,1,Mushroom squad! I am about to embark on the journey to be a data analyst. Your videos help keep me motivated!,True
@seekerj1643,2021-04-29T19:05:39Z,1,Mushroom. Made it to the end but didn't notice the length of this at all.,True
@gabrielveloz3296,2021-04-12T16:33:54Z,1,"i don't hear anything from the mic when you drink coffee, i would say you are good to go!",True
@stephharbert9892,2021-04-10T22:00:35Z,1,Mushroom 🤙,True
@LonniePierre,2021-04-08T04:18:12Z,1,Mushroom squad,True
@adrianaleon8077,2021-04-01T22:27:01Z,2,I don’t mind your sipping coffee ☕️,True
@georgejetson9801,2021-03-21T03:10:29Z,1,"I amazed at how flat wages are there in the US. 17 years ago, I made $60k for an analyst job in the midwest at a hospital. I moved here 15 years ago and my salary doubled overnight to 120k. Everyone has healthcare here so no need to worry about that either.",True
@dark-hobbit,2021-03-19T06:07:43Z,0,"Fried mushrooms go very well together with fried potatoes btw, so it's a good continuation for the last episode!",True
@natamabarthelemy,2021-03-17T04:48:59Z,1,Mushrooms! Thank you!,True
@zahid_,2021-03-13T06:58:15Z,0,Does data analytics or ux design have a better scope?,True
@dennycorsa5760,2021-02-20T03:46:29Z,1,mushrooms?  they're okay.,True
@jaredfontaine2002,2021-02-16T12:50:11Z,1,Alex endorses magic mushrooms lol,True
@hilda7976,2021-01-12T05:06:56Z,1,Found you the night before an interview and couldn't be more glad!,True
@ElPapelMan,2020-12-27T14:41:55Z,3,"I graduated with a degree in statistics this spring, have taken cs courses like data structures / discrete structures and several data science & statistical modeling courses. I’m familiar with SQL, R, and python. What’s my next step to take in order to get a data analyst job ?",True
@mercantilism954,2020-12-23T17:00:27Z,3,"I’m doing MS in Business Analytics. According to my school, the graduates in 2019 made 86,000 on average , but most of my classmates are new to this filed, so I feel like I’m ripped off lol There is no way fresh graduates make 86k on average",True
@RenWater,2020-12-23T04:58:20Z,1,Try cook mushrooms with black coffee and drink it. Thanks for sharing!!,True
@guilhermeteixeirademello4907,2020-12-09T00:37:19Z,5,"Your channel is the best... no contest..  You always address all the questions with truth, which is really important in this area. Congratulations from Brazil.",True
@antigravityfrequencies7416,2020-12-08T10:07:21Z,2,How long did it take to become a junior analyst? 🤔,True
@ShowhowTV,2020-12-07T08:07:26Z,0,"Hey Alex, how important is it to know ER-Diagrams, like Crow-foot Notation?",True
@krisaquino6214,2020-12-06T07:39:25Z,1,"Mushrooms!! 🍄 Do you recommend asking about 401k, bonuses, health insurance etc. during your job interview or when you get the job offer?",True
@lilypokharel4124,2020-12-05T23:56:51Z,2,Do you have any update on google's data analyst course in  Coursera ? When is it being made available?,True
@johnadair4979,2020-12-05T17:11:27Z,5,"$76,000 per year at 40 hrs per week is $36.54 per hr.",True
@dizetoot,2020-12-05T12:08:00Z,5,"Hi Alex, thanks for being so transparent with your experiences.   Wondering in your day to day job I believe you've said that you use SQL server, but what do you use in terms of an IDE or text editor for your python tasks?  Do you use python on a regular basis?  Thanks",True
@yuniqueglam,2020-12-05T06:49:06Z,2,I just started liking mushrooms. 🍄 Is the job title Data Quality Analyst a specific path to becoming a Data Analyst? Is that job in the Data Analytics career field? What would starting salary be for something like that?,True
@mohammedbouchcoucha890,2020-12-04T18:38:07Z,2,"mushroom squad are here, thank you Alex for keep motivating me every week",True
@thecew30,2020-12-04T18:21:48Z,5,"I just got accepted to the  Data Analytics bootcamp I interviewed for last month. I'm so excited to start this new chapter of my life, I feel like I'm high on mushrooms lol. Thanks Alex, your videos were a big help in the decision making process!",True
@djyayis,2020-12-04T17:18:12Z,3,"🍄 Funny story, an ad ran exactly when you took a sip of coffee and I couldn’t stop laughing😂 Can’t confirm I didn’t hear anything, so I no feedback for me, but seeing this very chill format rocks~ ☕️",True
@bane2256,2020-12-04T15:19:20Z,0,Would you agree that data analytics has a lower barrier to entry than data engineering?,True
@NicoleLeonardPremierPearl,2020-12-04T15:03:02Z,1,I absolutely love mushrooms! #mushroom_squad,True
@osito9810,2020-12-04T08:27:23Z,2,"Hi Alex, you're very lucky with your salary because It's lower in Europe (in my case in Spain). I know that everything is more expensive in US but surely you save more money all the month. Nice to do a video about this topic because in France for example, we don't speak a lot about salary, It's ""chocking"" for some people, the differences can be very significative.",True
@HitandRun_public,2020-12-04T08:20:30Z,1,Mushroom,True
@LOLzMike,2020-12-04T04:30:11Z,1,🍄🍄🍄🍄🍄🍄🍄🍄 Very fun videos =],True
@teddybagadonuts2617,2020-12-04T03:32:37Z,1,Mushrooms! I'm also super glad to be a part of your 25 favorite subscribers!,True
@kiranjadhav1885,2020-12-04T03:19:46Z,1,"Mushroom, you got a great voice. Also sipping coffee doesn't bother at all",True
@lifeismirage12,2020-12-04T02:43:44Z,1,mushroom :),True
@anelnp,2020-12-03T23:58:05Z,0,🍄  🥸,True
@maykouyang5837,2020-12-03T23:04:22Z,5,"Mmm, shiitake mushrooms. Thanks for being totally transparent with salary, Alex. It helps a lot for those like myself who are considering a career change. Like you mentioned, salary matters & it may not be the only reason why we work the jobs we do but it's still an important factor.",True
@james4727,2020-12-03T22:58:15Z,1,MUSHROOMS,True
@sergioramos3437,2020-12-03T22:22:28Z,3,"🍄 enjoy your coffee ! Don't worry so much about the time .. 2X speed, and listen in sections is always an option. Also, I heard an audiobook called ""I will teach you to be rich"" by Ramit Sethi that has some good information on 401ks , which is what convinced me to get one at my last job. Also, salute to you for giving out all of this valuable information for free !",True
@Bustah,2020-12-03T21:39:09Z,1,"Hey Alex! I had commented on an older vid that I was in the market again, figured I'd just follow up and say I did manage to land a new job! With a sizable pay increase too! Cheers.",True
@1sttimegunowner,2020-12-03T21:19:07Z,1,What is your opinion about changing jobs right now during the pandemic?,True
@ahmedmagsi4478,2020-12-03T20:52:36Z,8,"Hello Mr. Alex. I would love to watch your video on ""How much Math is required to become a Data Analyst""  As I have no Mathematical background and I am really interested to switch my career from a Lawyer to Data Analyst. Regards",True
@homeoftheobsessed1168,2020-12-03T20:00:56Z,1,How long did it you take you to reach a 6 figure salary?,True
@robertosegarra6964,2020-12-03T18:37:56Z,3,"Mushroom! Also the coffee doesn’t bother me, you should keep drinking it. I’m drinking mine too so it’s like a nice chat at a coffee shop",True
@RL-gc9pv,2020-12-03T18:08:42Z,1,Mushroom!!!,True
@NGKSK,2020-12-03T17:48:42Z,1,🙏,True
@omerlavian5120,2020-12-03T17:31:02Z,1,"#mushroomsquad And as was said in other comments, I did not hear the coffee at all!!!  Also this was super helpful! Plus, if you're looking for a topic for a video (or even a podcast), I would love to hear more about data visualization. Honestly I had a similar question to what was asked since I don't know Tableau, yet I have used ggplot2, matplotlib, and Excel for data visualization before.",True
@mtomazza,2020-12-03T16:46:28Z,1,Tableaushrooms,True
@wilsonman8661,2020-12-03T16:27:12Z,1,"Scrolled through the comments and didn't see this addressed so I wanted to mention that the 401k contribution limit is just a flat $19,500 as of 2020. :)  P.S.  If you were planning on investing in MUTUAL FUNDS - in your 401K or elsewhere, I strongly suggest investing in INDEX FUNDS instead. The expense ratio (essentially the fee you pay for the privilege of owning the fund) is much higher for mutual funds (~0.5% for the mutual fund, vs ~0.03% for the index fund, YMMV) for no guarantee of better performance (and often a pretty good likelihood of *worse* performance). Half a percent might not seem like much but the difference will snowball over decades of growth.  ... At the very least, that 0.5% will buy you a lot of MUSHROOMS. ;)  ---------------- DISCLAIMER: I AM ALSO NOT AN INVESTMENT EXPERT, although I would consider myself financially literate (work as an accountant, plus a decent amount of reading in my spare time).",True
@platinumuranium,2020-12-03T15:48:39Z,1,Mushrooms yo!! Btw I don't hear those coffee sips so keep drinking them!,True
@Mastersgrace24,2020-12-03T15:28:31Z,1,Mushroom Thank you Sir.,True
@KoboraBC,2020-12-03T14:26:31Z,1,Da shrooms 🍄 crew ❗️🤟🏽,True
@sektebuburgoreng218,2020-12-03T14:02:57Z,1,"Alex... trust me, I haven't even heard a single slurp sound from your coffee. Plus, most of the youtuber or podcaster also bring their drinks (e.g. coffee, tea, etc.) into their contents. So please. don't worry about making unnecessary sound. Just enjoy your content, cause you have been doing it great (y)",True
@kseniiashtokolova1146,2020-12-03T13:59:50Z,2,"Thank you, Alex! I am glad that I found your content!",True
@muhammadasifm5220,2020-12-03T13:51:48Z,1,Please do some real project,True
@TheLazor111,2020-12-03T13:17:44Z,4,I feel like Mario crushing those SHROOMS!,True
@permalex,2020-12-03T13:10:27Z,1,"Alex, very informative content, thank you! One suggestion - please adjust amount of ads, I had like 10 ads spots for just this one video - I think 3 spots (an ad spot a 10 mins) would be more fair. Mushroom squad (:",True
@MRhomezzz,2020-12-03T13:05:45Z,2,"Mushrooms! Great show Alex, just wanted to ask; I'm halfway through my second year at uni for my BSc in comp sci and have covered both Python and Database Development so far as data analysis relevant modules go. But I feel like I haven't covered either of these topics well enough for what I would like so have also invested in the first 3 of your recommended Udemy courses as well as a zero to hero Python course. To get to the actual question (sorry for the rant), would you think this is a warranted move or is this overkill at this point in my education?",True
@gabrielsenra7968,2020-12-03T12:59:49Z,1,"Dude, coffe can be very harmful for your health, you should change it for a joint.",True
@gerardodeleon3049,2020-12-03T12:53:02Z,1,Mushroom,True
@RudraChannel123,2020-12-03T12:51:35Z,1,Mushrooms,True
@wazvihokrut9313,2020-12-03T12:46:40Z,1,"Do you have any Tableau best practices? Do’s and don’ts? Must have metrics, statistics, layouts?",True
@pana71,2020-12-03T12:26:58Z,4,"🍄 Great video as always. Still in the learning phase so still a while til I can apply it.  Like you advised me in a previous vid I've been learning SQL first. I'm getting proficient and wanted to ask, once you kinda know what you're doing how long does doing one project take?  And when building my portfolio should I try mainly do projects in my desired domain?  Thanks Alex  🍄",True
@samarhussain251,2020-12-03T12:06:27Z,37,Just watching your videos as i pursue my career in data analytics ❤️❤️,True
@0g1tube26,2020-12-01T02:20:16Z,1,Mushrooms!,True
