author,updated_at,like_count,text,public
@mirdulalucky4263,2020-12-15T07:49:45Z,2,"Sir , B.Tech Artificial Intelligence and Data Science  &  Integrated M.Sc Data science . Which has high Scope & job opportunities & Salary ? Kindly Reply sir",True
@DevR11,2020-11-13T03:02:39Z,1,"Hi sir, I am in software testing having 5+ years of experience . I am planning to switch careers in some new tech. Data scientist or data analyst careers can it be worth . What course or masters should I go for to get certified. How much time will it take me. Wat salary can I expect . Will companies consider me fresher .  Any suggestions which is more worth going forward out of cloud engineering vs data scientist vs MBA.?",True
@siddharthadalai9,2020-09-14T05:26:37Z,0,Sir tell me about data analyst,True
@sabirtube,2020-08-23T17:01:08Z,0,"Can you tell me... How difficult is to move from QA to data scientist... Is it difficult for qa with 10years exp to become data scientist, since he doesn't have any prior dev exp",True
@mr.sagarjadhav672,2020-08-19T17:34:25Z,0,"Sir, where you are from?",True
@riteshcloud90,2020-08-18T12:43:04Z,0,"Hello , please help me below doubt ?  1. Which one requires more coding devops or machine learning ??  2. Which has and will remain a better pay scale in industry ??  3. Which is better in cloud computing aws or azure ? Does it require coding and all ???   I am having 10 years exp in mainframe and fully stuck with growth and pay scale. Let me know which side I should move on. I can develop intrest in both. Once I get clear picture.",True
@uzair830,2020-08-15T23:42:35Z,0,Please also make an video to describe which one is easy to learn data scientist or software engineer,True
@kabirshaikh4805,2020-08-13T17:52:15Z,0,Matlab software engineers chutiya hai na ?,True
@nikhilverma9306,2020-07-30T15:08:35Z,0,I am a software engineer as a Fresher my salary was 8 lakh... Plz do more research. Amazon sde salary is 13 lakh as a fresher.,True
@riddhisiddhi4753,2020-07-23T02:09:21Z,1,and plz make a vidio on difference between data scientist and software engineer {no income} = courses < study < programming language >,True
@riddhisiddhi4753,2020-07-23T02:07:48Z,0,good vidio sir very usfull,True
@jairambhardwaj716,2020-07-21T06:36:49Z,19,"Software engineers at these tech  giants are also making around 10 lpa.  It finally boils down to your interest what you want to be.  By the way, U r doing a great work 👍😊",True
@ashishbhargav1024,2020-05-18T15:57:57Z,0,Data scientist course kitne time ka hota h,True
@HarshitSingh-it7kp,2020-05-01T05:30:58Z,25,sde : 3 to 5 lpa data scientist : 3 to 7 lpa,True
@ketansingh5942,2020-04-27T16:20:37Z,2,sir I am an arts graduate is it possible for me to become a data analyst plz guide,True
@nimeshsinha5835,2020-04-05T16:53:50Z,1,10 years means * 4 = 40 lpa 😜,True
@foodsearcherCEO,2020-04-04T16:32:23Z,0,Bro I placed in it company in programming analyst trainee and l learning data science in internship is go on. How should want to go higher companies? What path I want to go,True
@christopherzanoli2029,2020-04-02T17:12:39Z,38,"Hi, can you post a video with the differents salaries of machine learning, deep learning, artificial intelligence, data science and business intelligence?",True
@kempacademy,2020-04-02T16:20:13Z,4,"Dear, I am a 35 year of old guy having my graduation in business studies majoring in Management Information System and Finance. I have 7 years of working experience in business development. However, now I am planning to change my career and want to go for either software engineering or data science. For that, I am thinking for an on-line diploma in either software engineering or data science, and if needed I can go for Masters in the UK or US. Which one should I go for considering 1. my age & graduation majors, 2. Career prospect?",True
@vikaskaushik4002,2020-03-27T03:19:37Z,0,Sir learning data science using java in 2020 is worth or not?,True
@rsg92,2020-03-08T04:22:29Z,6,Data science vs preparation or govt job which one is tough,True
@xedgerenegade6666,2020-03-04T15:43:23Z,0,"will you make a video on data architect, pleaseeeeeeeeeeee",True
@vedprakash9099,2020-02-27T19:58:04Z,1,Hello I am a android developer please help me how should I switch to machine learning data Scientist and I also continue my journey of android Developer and want to learn deep learning and artificial Intelligence help me,True
@akhii2681,2020-01-26T17:54:11Z,1,sir pls pls make a video regarding the step by step actions to be  made to get data science job or Artificial intelligence job in campus selections during btech as all companies ask for experience and it becomes harder for us to make out what would satisfy their requirement to offer me the ds or AI job and not only i many need ur help like me.pls make a video upon this thing sir.pls,True
@thananjayachakravarthys4092,2020-01-26T07:54:48Z,0,"Sir, what if I know both application developer and Data science? How much the payroll would be in India?",True
@deepeshdetwani2007,2020-01-22T19:38:03Z,0,I have done B.Sc mathematics full time... So I wanna ask you that this course  will be suitable for me?,True
@hirusalempuri3907,2020-01-06T19:20:18Z,6,"What about if I have 5 years of experience in Asp. Net and now I want to switch my field to Data Science , how will be the salary. And will companies consider me as fresher",True
@shubhamphadtare9019,2019-12-25T03:39:12Z,0,"Krishna sir i m mechanical engineer,how can i become data scientist,step by step guidance,pls sir",True
@sachinsharma6920,2019-12-21T20:22:23Z,0,How to get a job as data scientist fresher,True
@FaizanKhan-fn6ew,2019-12-09T10:37:16Z,0,Great,True
@ajaykpaul,2019-11-26T16:51:22Z,0,"how abt data scientist with domain specialisation ? How are they paid ?  Do we have any position like data scientist -- capital markets, in India ?",True
@sambitkhuntia9592,2019-10-22T14:34:58Z,2,"Hello Sir! I am BTech(CSE), MBA (Operation/IT, marketing), working on Data Management. But want to switch to Data Science. Please guide me on the same. Please make a video how can people like me can proceed to get into Data Science, please make a video how can people like me can proceed to get into Data Science.",True
@syedammarali108,2019-10-21T20:00:04Z,6,"Thanks sir very helpful video. Sir I am a BCA 1st year student so how can I become data scientist or big data engineer.  Sir, If you pleasd make a video on Data scientist vs Big data engineer vs software engineer vs testing engineer and which one is best it will be very helpful for me and other students also. Or Please reply me.",True
@abhitchavan9943,2019-10-20T11:34:43Z,8,"Make video on what is Different between Data Analysis, Data scientists and ML Engineer",True
@DHEERAJSINGH-cy2lr,2019-10-12T02:57:08Z,0,Sir can I have your no plz I wanna talk to you,True
@Ash-vb3bt,2019-10-06T13:48:58Z,2,Can a biomedical engineer become data scientist?????,True
@shoubhikmukherjee5185,2019-10-06T06:58:03Z,4,The salary is in monthly or yearly???,True
@dineshbaburamachandran5803,2019-09-26T06:01:56Z,3,"How about the salary expectations for a person switching from some careers in IT say, production support or compliance to Data sciencist",True
@riteshkumarpandey3209,2019-09-24T20:10:02Z,0,sir which should i learn first machine learning or data science.... please reply????,True
@aniltotwani,2019-09-23T15:15:56Z,1,I am working as iOS Developer and having more than 5 plus years of experience. I want to switch into Data science. How can I start,True
@naveennaveen-mb6mc,2019-09-21T07:06:07Z,0,How much salary you earning now brother..???,True
@dhinesha4358,2019-09-21T05:25:36Z,2,How much a  software developer with  5 years of experience can except if they swtich the carear to data science? Will they get paid equal to the current salary?,True
@rakeshchoudhary856,2019-09-17T16:40:37Z,20,I am having 6 years of experience in automation testing wanted to switch to data science is it possible to switch to data science for me now if yes how,True
@rizwanrehman6833,2019-09-17T10:26:40Z,2,Hello sir    For freshers now a days no much job opportunities and I saw lots of job opportunity for experienced people,True
@faizanullah5646,2019-09-17T08:16:49Z,2,Is this 3-7 lakh per month ???,True
@tusharroul6029,2019-09-17T06:54:25Z,5,"Hello sir, I am a mechanical design engineer(4 years). But I am planning to switch to data science. Is this a good idea? Please anyone guide me.",True
@shiffin_chippe,2019-09-17T06:33:06Z,3,Any best product based companies?,True
@Nikhil-hl2cz,2019-09-17T03:49:49Z,2,I am a mechanical Engineer. A friend of mine scheduled an intereview in a Data Science company for a post of associate. What can I expect in the interview? Someone please help?,True
@Mohit-pl2lq,2019-09-17T03:15:50Z,4,"Sir can I become a data scientist,l have completed my BSc with maths and physics ,currently I am in defence and completed 15 yrs of service ,my plan is to quit the service in 20 yrs and start second career and how I can start to learn data scientist.pls guide sir",True
@shivamahendragavini4082,2019-09-16T18:12:30Z,1,Post Data science openings bro..,True
@Hemantyadav-pp8vr,2019-09-16T18:11:21Z,8,How to get a Internship in ML & AI? actually I'm not from IIT or NIT,True
@bharanitechsolutions,2019-09-16T18:00:08Z,8,One person is working as a software engineer in a product based company with 4 years of experience! What should be his salary?,True
@amitrawat1440,2019-09-16T17:23:33Z,5,What if we are not from IITS and other premium institute.  Is it feasible for us to get a data scientist role in a good company.,True
@josyjoy2836,2019-09-16T17:11:41Z,3,Sir what will b the salary if you are not from software background and only pursued data science courses,True
@shivkumarb150,2019-09-16T17:07:04Z,178,Black circles indicate you have been putting a lot of time into these videos. Thank you from an DS aspirant.,True
@prayagrajagrawal9050,2019-09-16T17:02:19Z,2,"Thank you so much for making this video. Last night I messaged you on LinkedIn and I was confused. After watching this. I get some clear idea about, how should i approach in future.",True
@BCOOOL100,2019-09-16T17:00:09Z,2,Do you feel data science is over hyped and in future it will lose value.,True
@mastermind82134,2019-09-16T16:41:42Z,6,"make a video on product based companies that are providing best opportunities(salaries,job and learning experience) in india to data scientists or ML engineer or AI engineer or that companies which are hiring IIT and NIT graduates for that purpose.",True
@PRAKASH-gy4su,2019-09-16T16:29:51Z,10,Can we apply in US companies for data scientist with only bachelors in mathematics and computing?,True
@maheshkarigoudar117,2019-09-16T16:29:50Z,4,"Hi ur videos are amazing helped me understand concepts easily, one request from my side can u please make videos on generalized linear regression and how to implement it using python",True
@raviralasaikrishna3866,2019-09-16T16:20:36Z,8,Sir could please tell us  What are the skills required for software engineer entry level position,True
@sahanasaan2751,2019-09-16T16:13:06Z,10,"After Masters in Data Science , how much does a person can expect a salary in India",True
@wolfisraging,2019-09-16T16:10:12Z,4,All your videos are very valuable and helpful... Thanks for all of em...,True
@archisisodia3715,2019-09-16T16:06:54Z,4,Sir I'm graduated in computer engineering  How can I be data scientist ??,True
@saurabhkolawale239,2019-09-16T16:04:00Z,5,"Sir, please make a video on model deployment",True
@muralikrishna9499,2019-09-16T15:56:58Z,2,Can you please share the link of iNeuron's  registration form for data science masters?,True
@pavanuppala6528,2019-09-16T15:52:20Z,11,"Sir please make a video on how to become a freelancer in Data science, is it so tough to get that? Or is there any freelancing websites for the AI and data science roles and how to get that?",True
@adityasinha4022,2019-09-16T15:50:24Z,5,If freshers go into product base company then what will be the salary structure,True
@sahiltikku6970,2019-09-16T15:43:14Z,4,Thanku sir,True
