channel_id,playlist_id,video_id,cleaned_title,cleaned_description,cleaned_comments
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,HGktY1dytCw,i started a new business it didnt go well,all that aside check out my keyboard lightmode here if you want to also apologies for the weird looking zoom call and some audio being out of sync its because were noobs and the grain recording only showed person at a time so we did our best to make it look more natural anyway enjoy xx if youre interested heres hipyos video by the way you can watch this video in a few other languages by changing the audio settings xx watch next my last failure video in my honest advice for someone who wants financial freedom how to do more in weeks than in months my favourite journalling prompts if you want to start or grow a youtube channel free weekly productivity insights my favourite tools gear rize how i track my time and stay productive superhuman my favourite email app shortform my favourite place for book summaries readwise how i remember everything i read epidemic sound music sfx in my videos notion how i manage my life and business trading how i invest my money my other socials my podcast deep dive my website blog twitter instagram tiktok linkedin facebook who am i if we havent yet before hey im ali a doctorturnedentrepreneur and ive somehow become the worlds most followed productivity expert through my videos here this channel my podcast deep dive and writing i share evidencebased strategies and tools to help you be more productive and build a life you love ps some of the links in this description are affiliate links that i get a kickback from timestamps introduction the context why did i make the keyboard in the first place how long did it actually take to make why did i price it at dollars is this actually a good product what was hipyos biggest problem how much money have we made from it lessons learned call with hipyo what is one thing that youre taking away from this,i hope you enjoyed this video was tough to make what did you guys think i could have told you from the start the big issue was that you made a product you felt was good and you a relatively inexperienced mech keyboard user dont have the intuition that maybe someone whos experienced would have which isnt an issue its own but if you dont have a differentiator when compared to the other brands it just looks bad well done launching a product its hard you said physical products are hard to do all the best i wont be buying your keyboard hahahaha affordable is a death word for business unless you already have scale avoid it at all costs also this makes you think that holding a big audience is not guarantee success i am sure you have already people in your team to give you advice what business to launch and focusing another type of business would have worked much better and i am pretty sure that the decision to launch a keyboard or just something thats so cheap was intentional mybe a challenge maybe to get views maybe to test stuff maybe to feel how it is to fail or something like that but yea its good now you can improve it one thing im taking away from this video and i already knew this is that launching establishing and growing a product based business is fcuking hard unrelated but the rotoscoping is insane look at how well his hair is separated from the background at fool job editors oh ali thank you for this honest video i will likely edit this at another point it is am and im tired tbh i felt mad myself when i saw the keyboard and then seeing hipyo voice my thoughtsnni unsubscribed too seeing this video however has brought back you are the same guy you were years ago decent sincere i can absolutely see you were not trying to deceive anyone keyboards are a personal thing you know which is why i agreed with all hipyo said i worried you were ripping people who never would have thought to get a good keyboard and were trying to get them to spend a pretty decent amount something that they would regret when typing other cheaper quality ones nnall your takeaways are profound realisations your reaction here is beautiful though i know you are feeling beaten you will grow because of thisnni wish you all the best you are a beautiful human kinda sad that you have a dislike ratio which is quite high for just being honest about some fails this is honestly the best video i saw from you in a long time ali i have an incredible amount of respect for this video it cant be easy to be that vulnerable in front of million viewers
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,UuDcH_o1Kg0,where productivity meets play,check out my new york times bestselling book at,what happened to your eyes look tired ur balding in turkey for a hair transplant where in turkey lifestyle built scam leaving saving lives job to scaming people online trkiye you look tired u look sleep without glasses damn man what a lifestyle i wish to live my days like this too someday great place to hold retreats welcome
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,crlmayHPkw4,discipline doesnt work heres why,check out my new york times bestselling book at,how do you explain david goggins absolutely correct i have experienced this feeling and know how frustrating and draining it can be life is great when you know what you are doing have a great night sleep champions i might live under a rock but who is the person ali talks to in this clip absolute bullshit advice do you think the concrete billionaire in china cares about fucking concrete true poor guy has to wait for the uber sorry but this is such a lazy take discipline needs to be foundational in everything you do not just something to use when things get tough this is why probably why you burnt out a few months ago jocko sends his regards hey ali please make a video about how to make youtube videos without looking stupid this is a good perspective to alter jocko wilinks freedom is pointless difficulty if its something you genuinely dont like
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,_I4n6sP4h-M,grateful for all the incredible things were making happen together thanks team,check out my new york times bestselling book at,i look forward to you videos each day thank you happy birthday man allhamdulilah the first video i watch the channel aditya nagpal vai ali abdaal please take break enjoy your life and some day do a fan meet never seen this guy enjoy life may allah bless you ali aww that was so sweet
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,HIqvJVucwwA,our strategy for going viral,check out my new york times bestselling book at,great stuff keep it up its the same with book titles i have to learn a lot in yt world honestly i dont even read your titles i just see that you have a new video out and i click it is this made by thank you aliabdaal nice tip thanks for the headsup thank you this is a machine learning task if you give the titles and the amount of views each has gathered i can develop an nlpbased supervised pipeline and even generate new titles using transformers that have a high probability of becoming viral thanks for that pro tip i am starting a channel and ive noticed that titles are indeed the most important thing
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,5xGGVv60rq8,my top productivity hacks,check out my new york times bestselling book at,would be glad to watch a video about how to make it enjoyable possible for studying it seems a bit challenging you know what else is productive ali speaking about palestine speaking palestine is productive free palestine good learning any version in arabic follower from morocco im going to try this with my work haha good one thanks for this video love the edit to tips no is uneffective since my friend explanation is suck or my understanding to their explanation is low you sound sick ali
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,mjZpMgzs3qY,the biggest misconception about starting a business,check out my new york times bestselling book at,thats why i am choosing to go to college and do business man thanks man i have read all of those booksplus about others i really need to start nowufae good business is global wealth to abolish communism of corruption which is no good to any of us billion people continents one nation to provide prosperity and freedom in all senses unless its eating up all your time and energy andor its a toxic environment i will edit your videos most companies have a clause in their contracts saying you cant have other jobsdirectorships plus its hard to compete against people doing the same business thing full time or job can quit you first google restraint of trade clause worth checking your contract first thanks brother i want to know what is your religion brother
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,k0mt4IbpVl4,how to x your income the ladders of wealth,get your free day trial to epidemic sound here my friend nathan barry wrote an amazing blog post called the ladders of wealth creation a stepbystep roadmap to building wealth which i loved and got so much value from so in this video im talking through it and how you can apply it to your own life enjoy links check out nathans blog post here take your shot by robin waite voice pal hey friends join the waitlist for productivity lab a community helping you to double your productivity check out my new york times bestselling book feelgood productivity if youve read the book share your thoughts here by the way you can watch this video in a few other languages by changing the audio settings xx watch next my honest advice for someone who wants financial freedom steps to get to a month how to start your first business in hours how to make a month writing online if you want to start or grow a youtube channel free weekly productivity insights my favourite tools gear rize how i track my time and stay productive superhuman my favourite email app shortform my favourite place for book summaries readwise how i remember everything i read epidemic sound music sfx in my videos notion how i manage my life and business trading how i invest my money my other socials my podcast deep dive my website blog twitter instagram tiktok linkedin facebook who am i if we havent yet before hey im ali a doctorturnedentrepreneur and ive somehow become the worlds most followed productivity expert through my videos here this channel my podcast deep dive and writing i share evidencebased strategies and tools to help you be more productive and build a life you love ps some of the links in this description are affiliate links that i get a kickback from timestamps introduction ladder time for money ladder your own service business ladder productized services ladder selling products final thoughts,if youre interested every week i send a free newsletter sharing actionable productivity tips omg why all these bots just a heads up stumbled upon an ebook called blueprint for unlimited success borlest and its unlike anything ive read before random find but blueprint for unlimited success borlest an ebook blew my mind so much unconventional wisdom packed in there random find but blueprint for unlimited success borlest an ebook blew my mind so much unconventional wisdom packed in there do you really have to go step by step ladder by ladder like in ladder you have to trade your time for money or work hourly but i want to start a service business which is ladder can you skip ladder and jump to ladder to really get ahead find the book blueprint for unlimited success borlest its worth your time please add urdu language hey quick note the early request form page for voicepal is broken would love to try this out i listened to this at x speed i was done before i started i am now ladder
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,XnK8_nHUYt4,the limiting factor to productivity,check out my new york times bestselling book at,hey there are some typos in this short mentioning it just so you are aware beautiful said thats a million dollar short editor needs to be fired he misspelled anxiety repeated i used to always think negative emotions moved us forward to complete tasks and goals when in reality it does the opposite i really want to try and think more positively to get things done instead shaven faced cave man i think ali made use of his career pivot an example of finding the life and career that you like eaten by a lionni scrolled further and saw zach king get eaten by a bed were there no cave ppl outside lion territory
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,I6JAceIv8ro,heres why your videos arent getting views,check out my new york times bestselling book at,thank you that is so accurate ive been watching too many youtube videos over the past few years to know he was gon na say you need a good thumbnail and title more youtube adivice shorts please love them ali can you please make a guide how to land clients a thumbnail designerlike how to contact youtubers and how to get hired thank you for a free course but your link is not working i am just coming back to youtube i started my youtube channel like days ago thank you for clarifyingthis part of content creating subscribe ull gon na love my content uf thank you ali
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,u4KXgbZ96nk,the strategy to make everything feel better,check out my new york times bestselling book at,ali they say happiness and intelligence are rare things to be together in a person he talks way too quicklys o w it down the recent developments within the amsk ecosystem are incredibly promising bullish its future just watched your video discussing amsk and i am very excited about this thank you for this video its great to hear that not everything is about productivity im a high school teacher a really good one i find my passion waning do you believe this book will help a career educator love your work xaim sure this has been said before but i know you mentioned you listen to audio books at x speedxa you might want to watch how this impacts your rate of speechxaxavinh giang is one of the worlds best vocal coaches hope the two of you can do some work together ie podcastinterview etc he has about million subs youtube hes a great guy thank you i listened to this book i think this is the way to have success in almost everything you do from what podcast is it
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,QOFdvK6MRrw,types of burnout and how to recharge your energy,check out my new york times bestselling book at,well spoken individuals selling products i call bs edio incrvel youre talking very fast got my book today but having exams near will read after exams academic burnout i experience over exertion burnouts frequently are you saying directly to buy the book
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,4okyc5CQYfU,what is the optimal number of distractions,check out my new york times bestselling book at,any know about the religion of ali abdal ali abdal is a great man brain need diffusion time book mind for numbers chill dudes walk into a youtube podcast doesnt this go against the notion of deep work very good welcoming distractions but itll only work when you can bring yourself back to what you were previously doing imo
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,ZsT4DZDMqWI,the framework for writing my book,check out my new york times bestselling book at,why you are talking so fast inspiring is this a clip from a podcast you appeared which one
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,mvkOjh65tI8,the mindset shift that made enjoy my job,check out my new york times bestselling book at,omg i love this so much i have multiple interest so what can you help just ignore my english life changing indeed love this exactly its all in the mind and the approach good job champion so true you do need to take more responsbilities and its slightly harder to start over in real life but you can start over no one is forcing you to take the mental responsibilities but yourself so life really is like playing a video game just battle the little monsters and move forward and remind yourself so what if i dont win this way you can actually do better than you expect also the bit about seeing things being hoisted upon us usually that leaves us feeling powerless then it leads to frustration bitterness generally negative feelings but if you start to look at how you feel about your work and actively try to see it positively suddenly youre in a position of control again there was a doogie howser episode that sort of addressed this about doctors doogie takes part in the doctors without borders program in honduras havent seen it in years but i remember doogie didnt like that the doctors there joked around a lot and didnt seem to take what they were doing seriously but by the end doogie finally understood why they were like that
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,BBAuhqvT_ds,my honest advice to someone who wants financial freedom,use the promo code ali to get a free share worth up to or visit this video does not represent financial advice and i am not a financial advisor when investing your capital is at risk investments can rise and fall and you may get back less than you invested past performance is no guarantee of future results free shares can be fractional terms and fees apply the other day i had a conversation with someone about their financial goals it sparked the idea for this video where i share my honest advice to anyone who wants to hit financial freedom i hope you get some value out of it enjoy x links im launching a productivity community join the waitlist here check out my new york times bestselling book feelgood productivity if youve read the book share your thoughts here million dollar weekend by noah kagan millionaire fastlane by mj demarco dotcom secrets by russel brunson offers by alex hormozi blue ocean strategy by kim and mauborgne by the way you can watch this video in a few other languages by changing the audio settings xx watch next my interview with robin waite my first interview with daniel priestley my second interview with daniel priestley my interview with nicolas cole my interview with codie sanchez if i wanted to be a millionaire by id do this if you want to start or grow a youtube channel free weekly productivity insights my favourite tools gear rize how i track my time and stay productive superhuman my favourite email app shortform my favourite place for book summaries readwise how i remember everything i read epidemic sound music sfx in my videos notion how i manage my life and business trading how i invest my money my other socials my podcast deep dive my website blog twitter instagram tiktok linkedin facebook who am i if we havent yet before hey im ali a doctorturnedentrepreneur and ive somehow become the worlds most followed productivity expert through my videos here this channel my podcast deep dive and writing i share evidencebased strategies and tools to help you be more productive and build a life you love ps some of the links in this description are affiliate links that i get a kickback from timestamps introduction why do you want financial freedom what is the dollar amount action sort your life out stop wasting your time use your day job to your advantage surround yourself with likeminded people enjoy the journey,i send a free weekly productivity newsletter every week sign up here if youre interested the arabic dubbing is insane oh my god recommendation of books for minutes of time which will never come back always listen to podcasts or audiobooks at whatever faster speed is comfortable to grasp ones attention ali i just want to tell how much i appreciate your content ive been following your work for years and its been an intriguing journey full of valuable insights recently i came across your book at my favorite local bookstore here in germany i was delighted to see more people discovering and enjoying your work i read a few pages of your book and i was impressed by the clear engaging storytelling and the comfortable font size your book is definitely at the top of my reading list seeking financial freedom requires dedication and focusn financial freedom means buying free timen financial freedom is a feeling not just a reality and requires inner workn financial freedom can be achieved with passive income of k per monthn setting a clear financial goal is essential for narrowing down possibilities and focusing actions that lead to the goaln align goals and plans for successn setting realistic financial goals leads to a happier journeyn setting clear financial goals and understanding viable paths to achieve them is crucial for financial freedomn starting and growing your own business is key to achieving financial freedomn starting a tutoring business may not be feasible for financial freedomn focus educating yourself about money and business for financial freedomn financial freedom and entrepreneurship require learning and applying specific skillsn reading recommended books for entrepreneurshipn taking action and consuming recommended information can lead to financial freedomn financial freedom is not common but achievablen consistently consume valuable content to achieve financial goalsn to achieve financial freedom think of yourself an athlete and take care of your health and life off the fieldn stop wasting time tv and social median utilize your day job for side hustle progressn surround yourself with likeminded people for financial successn consistency in daily tasks leads to financial success ali this is probably one of the realest videos ive seen you make first time i hear ali swearing i am so thankful for the universe for leading to this video new fan here thank you because your video just slapped with the obvious of what i need to do ive bought the recommended books and begun reading i asked for percent off my coffee yesterday and got rejected my mind is just being blown i have lived in such a scarcity mindset for my entire life especially a creative person who has bought into the starving artist narrative things are really getting interesting now and fun to think of the possibilities thank you for sharing your knowledge and recommendations i really thought i had an action problem but all along it has been a knowledge issue thank you wheres the list of books
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,VTYJ0NJfUMQ,my ultimate productivity secret,check out my new york times bestselling book at,ufabbufabb little slow brother pleasenthanks so the book is based a personal preference and not an evidence ok the socks that chair looks so inconfortable is it just or hes sitting uncomfortably all of us need a david in our lives why is it not available in audible guys u dont need to pay for the book its free and available at scribd u just neet to upload any study or work related pdf then they provide u the pdf version of his book
UCoOae5nYA7VqaXzerajD0lg,UUoOae5nYA7VqaXzerajD0lg,P-AAZFewuK4,life lessons that schools wont teach you,check out my new york times bestselling book at,it should be here are the lessons that are crucial when starting a business that school has taught the opposite of so true thank younnappreciate your work ali helps a lotngreetings from australianrose lets go back over one its not cheating to work with others copying off others is cheating its just bad in business and in school a teacher i agree with points and especially point but in school we encourage collaboration teamwork and discussion it improves the quality of learning we do not call it cheating what we do call cheating is using chat gpt to write your essay or writing the answers to your physics test your thigh now i feel like dropping out of school im so done with people shitting school to make some quick bucks for themselves what about barty crouch jrs death it seems that both mcgonagall and fudge were present for it or do dementor deaths not count woahh hold up youve released a book why have you never mentioned this before great ad i love these points battling the traditional school mentality has been difficult we need to retrain our minds thank you for simplifying some of that for us
